id,tweet,prediction
b'2061,im in neet magazine again in the global fashion section URL,1
b'2062,im in science class with mt beautiful lauren listenin to my ipod mariah carey of,1
b"2063,im just having one of those nights where you feel,1
b"2064,im missing f.r.i.e.n.d.s instead watching dora the explorer i prefered mickey,1
b'2065,im never sleeping again fuck my,0
b"2066,im not gonna be here when the new transformers comes out ill be in colombia,0
b"2067,im not sorry at all i wont be sorry at all,0
b'2068,not tweetin much today probably coz i have nothing to say haha it rhymes but in the end find a way yea nice,1
b"2069,im not used to instantly not getting it twitter is hard,1
b"2070,im not yet ready school time,1
b'2071,im now free tonight dinner got cancald,1
b'2072,off to take a nap slept much in a few days and have been up since,1
b'2073,im officially,1
b'2074,real happy things are,1
b'2075,really annoyed about this telstra bill but i ring them cause well i only have my mobile,1
b'2076,im really gonna miss talking to all my tweeps but im gonna keep a pen and paper blog and post it after tour and i should have pics,0
b'2077,im sad about,0
b'2078,im sad i turned into a whole different personbottom line dont ever get me,0
b"2079,im sad my relationship isnt doing too well but we gonna make,1
b'2080,sick pm and already in bed remember when that last happened n ofcourse nobody to make me tea my man being faar,0
b"2081,im so bad at assassinating,0
b"2082,im so depressed USER_MENTION were,0
b'2083,im so going to fail chem tomorrow but its okay i got years of science and i just need next,1
b"2084,im so going to fail,1
b"2085,im so ill after getting wet in the rain for three days xd but i dont regret it was awesome,0
b'2086,im so sadd and,1
b'2087,im so sorry USER_MENTION ill tell him to stay for,0
b'2088,so sorry neda and her dad prayers for them all,0
b'2089,USER_MENTION,1
b'2090,god bless us,1
b'2091,god i love this tune URL,1
b'2092,goin to start stuyding now gutter help me,0
b'2093,going back to,1
b'2094,going for stroll in sunshine sending out love vibrations all good things welcome,1
b'2095,going home miss him,0
b'2096,going on holiday weeks today noo,1
b'2097,going somewhat out of town x visitng uncle boyet famm,1
b'2098,going to bed goodnight amazing,1
b'2099,going to bed to end this,1
b'2100,going to get ready for my dentist appointment at pm,1
b'2101,going to sleep good day later today,1
b'2102,going to take my bike to claremont village via the train and get some tofu scramble and,0
b'2103,going upstairs.chilling.bed.work d txtt me oh btw im excited to see bia,1
b'2104,gonna make the best of next,1
b'2105,gonna try and drink some water and eat for the first time in hope it stays down last time i ate,1
b'2106,gonna volunteer at madres school again still trying to calculate how many friends i really,1
b'2107,good afternoon welcome to mama mia pizza what would you like on your pizza youtube scares me in a good,1
b'2108,good dance make little love get down tonight,1
b'2109,good,1
b'2110,good morning every,1
b'2111,good morning love u all EMO_POS i feel ok i only had like coronas it was a fun night laker game later,1
b'2112,good morning,1
b"2113,good night twitter im tired partying all weekend peace and always be,1
b'2114,good times dad is being far too jolly its very odd being looked after today,1
b'2115,goodbye,1
b'2116,goodbye mazda always a good nice car a fantastic color but no room for you on wall street URL,1
b'2117,goodbye steph at home watching mall cop with my bby brother,1
b'2118,goodbye to my free,1
b"2119,goodmorning again haha uggh im getting kinda hungry,1
b'2120,goodnight all doodadoo lives,1
b'2121,goodnight everyone i pray you all have a blessing morning gonna do more load of laundry straighten the kitchen then lay,1
b'2122,goodnight,1
b'2123,goodnight twitter shits been really weird with me lately i need a,0
b'2124,goodnight yall upset i might bbl tu tweet some trifling subliminal shit that always makes me feel better,0
b'2125,goodnight going to sleep with my monkey,1
b"2126,good morning twittz im in an extremely good mood heading to the gym with my doll,1
b'2127,got in a huge car accident today not feeling,1
b'2128,got my hands burned sunday at a fire but doing much better i guess too many beers equal me sitting too close to a firepit lol,1
b'2129,got sick at work kinnda feel,1
b'2130,gotta be in brandon at tomorrow for a doctors,1
b"2131,govt motors just peed a little URL via USER_MENTION URL,1
b"2132,going to bed shopping tomorrow nsn ftsk mondaay,1
b'2133,going to,1
b'2134,going to find motrin then,1
b'2135,going to london in days hopefully,1
b'2136,going to sleep this monster just crashed,0
b'2137,going to walk my daily mile later today getting ready a late breakfast parents then going frisco the next fc dallas match,1
b'2138,golden spoon and,1
b'2139,gonna get some beauty rest dream about mr handsome more,1
b'2140,gonna miss at least the first half of the top8,0
b'2141,gonna be to worst few hours ever lovee yous and miss,0
b'2142,good i hope not my love because im in love with u and dont wanna lose,1
b'2143,good morning guys making my morning cup of coffee xoxox a rainy day off,1
b'2144,good morning peeps ahh gonna be a wonderful saturday,1
b'2145,good morning twitterers,1
b'2146,good night,1
b"2147,good weekend now isus,1
b'2148,goodbyee arizona see you in,1
b'2149,goodmorning tweeties,1
b'2150,goodnight everbody hope i can fall asleep,0
b'2151,goodnight,1
b'2152,got a,1
b'2153,got earache and wants to go,1
b'2154,got first period for summer,1
b'2155,got my college interview in an hour,1
b'2156,got the best addon for twitter if you use firefox get,1
b'2157,gotta love those shoes dora manny can keep you on your toes with spanish yo se que tienes un nuevo amor thats,1
b'2158,grace u suck u know i know we know,1
b'2159,sick going to to see him on,0
b'2160,grandma wont cut my hari which is good and bad because she wont let me straiten it so i am stuck with this gross curly mop of,0
b'2161,great mood todayy super excited for the game tonight not so excited to be one year older,1
b'2162,great now left out some best,1
b'2163,group shot from prom URL,1
b"2164,guess i dont live,1
b"2165,guess what jonas cd lvatt comes out this friday here in australia thats the day i leave for my trip,1
b'2166,guitar in a,1
b"2167,gutted that im missing,1
b'2168,guys the mouse a hallucination a real fuzzy whiskery thing how do i get rid of it without killing,0
b"2169,dress dont fit it was really cute n cheap too the cheap part is what breaks my heart,0
b'2170,ha i love you too,1
b'2171,had a blood test,1
b"2172,had a great time at the block party so did mackenzie,1
b'2173,had a not so good day but i have,1
b'2174,had a really fun afternoon and probably have a wicked sunburn xp it was so worth it nick left a few minutes ago surfing the web,1
b'2175,had to go into work today grr how then i came home and had to build furniture at least i got a nice new chair,1
b'2176,had to take comp inside as the baterry died,0
b'2177,had to work today hour down to,1
b'2178,haha dating the,1
b'2179,im so weak right now i thought i had finally found my happy ending,1
b"2180,im soo tired i have to study for all of my subjects history is gonna be so hard help,0
b'2181,im sorry both of,0
b'2182,im sowwy but its not like cali is any better either i just got a call from one of the exs chicks and random txts,1
b"2183,im speechless in a weird,0
b"2184,im still tired i think ill make some coffee hopefully itll keep me up,0
b"2185,im stuck in san clemente and i have work in an hour and minutes,1
b"2186,im terrified of spiders and never realized it until,1
b"2187,im thinking about the air france plane and all the passengers on it,1
b'2188,im tired and i miss my,0
b'2189,tired of feeling so lonely so,0
b"2190,im to fucking curious,0
b"2191,im too scared to go on holiday these days URL nightmare after nightmare of plane crashes,0
b"2192,im trying to build a little,1
b'2193,trying to do my ftv assignment i really suck at written pieces i have no idea on how to structure everything,0
b"2194,im up sleeping is over,1
b"2195,im very sad i lost another friend r.i.p kenneth lee i luv u i miss,0
b'2196,im watching vids of enter shikari wanting to go to their signing might just go on my own and sit oustide hmv all day like a,1
b'2197,in a house with no furniture waitin ikea save me i think it wud hav bin easier pick my last house up n carry it here than this,1
b'2198,in n out closed the door in my face but its ok sum chick offered to buy my food yay free in n,1
b"2199,in new jerz im so emotionally split lmfao im odee hype aaooww but i want my beezo and mis,0
b'2200,in pain,0
b'2201,in the good old visa wavier system you filled in a green card on the plane now its a web page in advance and it costs,1
b'2202,in the words of marv albert there is a god now time to play it cool we got,1
b'2203,internet still down silly aol in newcastle atm waitin abi finish her,1
b"2204,internetconnection doesnt work on my iphone,1
b'2205,intrigued about tomorrows USER_MENTION announcement URL,1
b'2206,investing is the key to success just need the right,1
b'2207,iphone come in darn cause my dad ordered it via them not via apple i hope it comes in tomorrow wanted it,1
b'2208,iphone in hand updating it with all my crap,0
b'2209,iphone activation server not available gonna give it a few my friend had the problem then it started working argh,1
b'2210,iremeber he told me dopeboys got them girls gone wild then i was jst listening to it,0
b"2211,is about to die coach trip c4 its lols watch,0
b'2212,is all i can,1
b'2213,is anyone here lori,1
b'2214,is bored but for some reason oddly,0
b'2215,is happy today i spent quality time with my momm and idk why but i see any nice dresses today s nothing nice to,1
b'2216,is having spag bowl was going to have a bbq but tesco had no rolls at all,1
b'2217,,1
b'2218,great day on sanibel saw fish tried to catch fish and having pizza for,1
b'2219,great great great great day rock band singing is my new,1
b'2220,great i thinks rags is sick this might mean a second er vet visit this,1
b"2221,great cant get online at moms house,1
b'2222,greeatt fuckingf night much,1
b'2223,grieving a fam n our community whose kids died after playing hide seek getting stuck n a car trunk parentswatch ur,0
b'2224,grr my twitter work with my celphone i dw why but my twitter does not fair,1
b'2225,grr why does maths have to be so frustratingly annoying and mind boggiling,0
b"2226,guess i didnt get the job,1
b'2227,guy troubles he just has to have a girlfriend,0
b"2228,had a cool lil night now at berries about to eat pizza waitin for USER_MENTION,1
b'2229,had a good weekend looking forward to a great week,1
